品名,日付,販売方法,卸売数量合計,豊洲,大田,豊島,淀橋,板橋,世田谷,北足立,多摩NT,葛西
ピーマン,2021/2/4,第三者販売,1137,38,1085,2,－,－,－,－,12,－
ピーマン,2021/2/4,商物分離,3507,－,3507,－,－,－,－,－,－,－
じゃがいも,2021/2/4,せり・入札,300,－,300,－,－,－,－,－,－,－
じゃがいも,2021/2/4,相対,372237,15681,213876,20000,40090,23300,9120,10900,3670,35600
じゃがいも,2021/2/4,第三者販売,1580,1100,230,－,－,－,－,－,250,－
じゃがいも,2021/2/4,商物分離,1100,－,－,－,－,－,－,1100,－,－
さつまいも,2021/2/4,せり・入札,1250,740,510,－,－,－,－,－,－,－
さつまいも,2021/2/4,相対,143164,14109,79100,7000,15115,7700,4305,4100,2835,8900
さつまいも,2021/2/4,第三者販売,1055,425,600,－,－,－,－,－,30,－
さつまいも,2021/2/4,商物分離,5270,－,5270,－,－,－,－,－,－,－
さといも,2021/2/4,せり・入札,324,125,150,－,－,－,49,－,－,－
さといも,2021/2/4,相対,27658,3104,16012,500,2867,2500,285,900,90,1400
さといも,2021/2/4,商物分離,475,－,475,－,－,－,－,－,－,－
たまねぎ,2021/2/4,相対,446046,54784,207163,15000,50840,41400,9949,26500,8710,31700
たまねぎ,2021/2/4,第三者販売,5500,－,5500,－,－,－,－,－,－,－
たまねぎ,2021/2/4,商物分離,34780,－,34780,－,－,－,－,－,－,－
なましいたけ,2021/2/4,せり・入札,466,287,96,－,83,－,－,－,－,－
なましいたけ,2021/2/4,相対,30058,3298,17650,300,1583,1100,313,4900,14,900
なましいたけ,2021/2/4,第三者販売,449,407,40,－,－,－,－,－,2,－
なましいたけ,2021/2/4,商物分離,318,－,318,－,－,－,－,－,－,－
その他野菜,2021/2/4,せり・入札,8966,1314,2330,－,4622,－,－,200,－,500
その他野菜,2021/2/4,相対,833725,110637,391664,50000,87809,53000,14316,69800,14199,42300
その他野菜,2021/2/4,第三者販売,11850,5005,6845,－,－,－,－,－,－,－
その他野菜,2021/2/4,商物分離,16706,－,16706,－,－,－,－,－,－,－
みかん,2021/2/4,せり・入札,7736,－,3136,－,－,3490,－,100,－,1010
みかん,2021/2/4,相対,700210,110459,391700,26200,85511,16640,4800,44500,310,20090
みかん,2021/2/4,第三者販売,23694,17700,5114,－,－,870,－,－,10,－
みかん,2021/2/4,商物分離,16159,－,16159,－,－,－,－,－,－,－
ポンカン,2021/2/4,せり・入札,490,－,490,－,－,－,－,－,－,－
ポンカン,2021/2/4,相対,117934,3280,71169,4000,17375,2800,700,18000,10,600
ポンカン,2021/2/4,第三者販売,85,20,－,－,－,－,－,－,65,－
ポンカン,2021/2/4,商物分離,12367,－,12367,－,－,－,－,－,－,－
あまなつかん,2021/2/4,せり・入札,510,－,510,－,－,－,－,－,－,－
あまなつかん,2021/2/4,相対,14320,2000,12220,－,－,－,－,－,－,100
いよかん,2021/2/4,せり・入札,1720,－,1720,－,－,－,－,－,－,－
いよかん,2021/2/4,相対,110950,20390,45700,9000,17150,5900,200,12500,10,100
いよかん,2021/2/4,第三者販売,23610,20880,700,－,－,100,－,－,1930,－
いよかん,2021/2/4,商物分離,12400,－,12400,－,－,－,－,－,－,－
はっさく,2021/2/4,相対,53168,－,24498,400,7760,6600,2400,8800,10,2700
不知火,2021/2/4,せり・入札,3245,－,3245,－,－,－,－,－,－,－
不知火,2021/2/4,相対,114487,19965,60608,2500,10714,2895,300,11400,1505,4600
不知火,2021/2/4,第三者販売,8860,7125,1630,－,－,105,－,－,－,－
不知火,2021/2/4,商物分離,845,－,845,－,－,－,－,－,－,－
せとか,2021/2/4,せり・入札,70,－,70,－,－,－,－,－,－,－
せとか,2021/2/4,相対,12518,－,11208,－,310,－,－,900,－,100
せとか,2021/2/4,第三者販売,6,－,6,－,－,－,－,－,－,－
せとか,2021/2/4,商物分離,166,－,166,－,－,－,－,－,－,－
きんかん,2021/2/4,せり・入札,34,－,34,－,－,－,－,－,－,－
きんかん,2021/2/4,相対,23566,2980,16357,700,1829,300,100,1200,－,100
きんかん,2021/2/4,第三者販売,450,242,208,－,－,－,－,－,－,－
きんかん,2021/2/4,商物分離,90,－,90,－,－,－,－,－,－,－
りんご,2021/2/4,せり・入札,18110,－,18080,－,－,－,－,－,－,30
りんご,2021/2/4,相対,356945,20474,201426,8000,70005,10660,3700,29800,210,12670
りんご,2021/2/4,第三者販売,8164,2000,5824,－,－,340,－,－,－,－
りんご,2021/2/4,商物分離,40234,－,40234,－,－,－,－,－,－,－
いちご,2021/2/4,せり・入札,2125,－,1927,－,－,6,－,100,－,92
いちご,2021/2/4,相対,245886,20398,175185,2600,15165,4280,500,19800,150,7808
いちご,2021/2/4,第三者販売,5049,2690,2304,－,－,14,－,－,41,－
いちご,2021/2/4,商物分離,16347,－,16347,－,－,－,－,－,－,－
アールスメロン,2021/2/4,せり・入札,3679,502,2969,8,－,－,－,200,－,－
アールスメロン,2021/2/4,相対,7997,1322,5708,292,266,300,－,－,9,100
アールスメロン,2021/2/4,第三者販売,232,232,－,－,－,－,－,－,－,－
キウイ,2021/2/4,せり・入札,183,－,183,－,－,－,－,－,－,－
キウイ,2021/2/4,相対,42601,3294,23628,－,8765,2800,100,2900,14,1100
キウイ,2021/2/4,第三者販売,3854,3660,194,－,－,－,－,－,－,－
キウイ,2021/2/4,商物分離,15433,－,15433,－,－,－,－,－,－,－
その他果実,2021/2/4,せり・入札,1634,－,1634,－,－,－,－,－,－,－
その他果実,2021/2/4,相対,341040,50564,100635,14700,32156,47000,1720,64700,865,28700
その他果実,2021/2/4,第三者販売,15804,15101,703,－,－,－,－,－,－,－
その他果実,2021/2/4,商物分離,10066,－,10066,－,－,－,－,－,－,－
だいこん,2021/2/5,せり・入札,2310,－,1710,100,－,200,－,200,－,100
だいこん,2021/2/5,相対,396088,30659,169019,24900,51090,35500,10040,38100,8280,28500
だいこん,2021/2/5,第三者販売,5512,5362,－,－,－,－,－,－,150,－
だいこん,2021/2/5,商物分離,13172,－,13172,－,－,－,－,－,－,－
かぶ,2021/2/5,せり・入札,340,－,340,－,－,－,－,－,－,－
かぶ,2021/2/5,相対,44003,－,30383,2000,3162,2500,554,2800,1204,1400
かぶ,2021/2/5,商物分離,5680,－,5480,－,－,－,－,200,－,－
にんじん,2021/2/5,せり・入札,1051,501,450,－,－,－,－,－,－,100
にんじん,2021/2/5,相対,203962,28518,73368,23000,27339,16400,7337,7700,1600,18700
にんじん,2021/2/5,第三者販売,6050,－,3620,2000,－,－,－,－,430,－
にんじん,2021/2/5,商物分離,2795,－,2795,－,－,－,－,－,－,－
ごぼう,2021/2/5,相対,18307,1459,10161,500,1998,2300,485,200,204,1000
ごぼう,2021/2/5,第三者販売,324,－,320,－,－,－,－,－,4,－
ごぼう,2021/2/5,商物分離,9855,－,9855,－,－,－,－,－,－,－
キャベツ,2021/2/5,せり・入札,4470,－,4000,100,－,170,－,100,－,100
キャベツ,2021/2/5,相対,626353,78643,274935,29900,93835,37330,13040,51500,2970,44200
キャベツ,2021/2/5,第三者販売,2860,1450,1160,－,－,－,－,－,250,－
キャベツ,2021/2/5,商物分離,45543,－,45543,－,－,－,－,－,－,－
レタス,2021/2/5,せり・入札,709,－,259,100,－,150,－,100,－,100
レタス,2021/2/5,相対,202124,17614,120321,14800,13535,12150,1854,9900,450,11500
レタス,2021/2/5,第三者販売,6290,320,5830,100,－,－,－,－,40,－
レタス,2021/2/5,商物分離,18072,－,18072,－,－,－,－,－,－,－
はくさい,2021/2/5,せり・入札,3163,－,2418,150,－,195,－,300,－,100
はくさい,2021/2/5,相対,486340,45469,245690,49850,36352,18505,13954,21100,15120,40300
はくさい,2021/2/5,第三者販売,11579,11020,403,－,－,－,－,－,156,－
はくさい,2021/2/5,商物分離,68150,－,63150,－,－,－,－,5000,－,－
こまつな,2021/2/5,せり・入札,4198,－,1726,200,148,100,24,－,－,2000
こまつな,2021/2/5,相対,37836,6756,16057,2800,2821,3700,469,4500,233,500
こまつな,2021/2/5,第三者販売,41,25,－,－,－,－,－,－,16,－
こまつな,2021/2/5,商物分離,2180,－,2180,－,－,－,－,－,－,－
ほうれんそう,2021/2/5,せり・入札,2439,1312,571,－,367,80,9,100,－,－
ほうれんそう,2021/2/5,相対,65018,7018,28195,8000,6979,3820,678,4900,528,4900
ほうれんそう,2021/2/5,第三者販売,507,－,480,－,－,－,－,－,27,－
ほうれんそう,2021/2/5,商物分離,2681,－,2681,－,－,－,－,－,－,－
ねぎ,2021/2/5,せり・入札,1985,603,58,50,699,75,－,400,－,100
ねぎ,2021/2/5,相対,153365,26376,65178,11775,13284,14925,1607,9200,2720,8300
ねぎ,2021/2/5,第三者販売,2627,1744,628,175,－,－,－,－,80,－
ねぎ,2021/2/5,商物分離,6425,－,6425,－,－,－,－,－,－,－
みずな,2021/2/5,せり・入札,6,－,6,－,－,－,－,－,－,－
みずな,2021/2/5,相対,16443,2847,7222,1000,995,1400,211,1400,268,1100
みずな,2021/2/5,第三者販売,419,15,394,－,－,－,－,－,10,－
みずな,2021/2/5,商物分離,1352,－,1352,－,－,－,－,－,－,－
セルリー,2021/2/5,せり・入札,11,－,11,－,－,－,－,－,－,－
セルリー,2021/2/5,相対,37102,4174,20163,2000,2885,1400,320,4200,260,1700
セルリー,2021/2/5,第三者販売,250,200,50,－,－,－,－,－,－,－
ブロッコリー,2021/2/5,せり・入札,245,－,245,－,－,－,－,－,－,－
ブロッコリー,2021/2/5,相対,148801,25978,79948,300,20449,2400,1656,2400,670,15000
ブロッコリー,2021/2/5,第三者販売,4875,4834,31,－,－,－,－,－,10,－
ブロッコリー,2021/2/5,商物分離,3390,－,3390,－,－,－,－,－,－,－
きゅうり,2021/2/5,せり・入札,480,－,155,50,－,75,－,100,－,100
きゅうり,2021/2/5,相対,155276,17921,76238,11950,16082,10525,5855,5100,2505,9100
きゅうり,2021/2/5,第三者販売,620,370,245,－,－,－,－,－,5,－
きゅうり,2021/2/5,商物分離,2450,－,2450,－,－,－,－,－,－,－
なす,2021/2/5,せり・入札,231,－,25,50,－,56,－,100,－,－
なす,2021/2/5,相対,74875,12941,31918,4950,7131,5744,1866,4400,425,5500
なす,2021/2/5,第三者販売,254,96,146,－,－,－,－,－,12,－
なす,2021/2/5,商物分離,1569,－,1569,－,－,－,－,－,－,－
トマト,2021/2/5,せり・入札,1243,122,784,32,－,105,－,100,－,100
トマト,2021/2/5,相対,203198,27293,99828,9968,22854,10395,4628,13400,2932,11900
トマト,2021/2/5,第三者販売,4589,3817,768,－,－,－,－,－,4,－
トマト,2021/2/5,商物分離,3523,－,3523,－,－,－,－,－,－,－
ミニトマト,2021/2/5,相対,62209,4579,29101,500,9813,3500,2477,2200,139,9900
ミニトマト,2021/2/5,第三者販売,1627,1590,20,－,－,－,－,－,17,－
ミニトマト,2021/2/5,商物分離,4664,－,4664,－,－,－,－,－,－,－
ピーマン,2021/2/5,せり・入札,605,－,60,－,413,32,－,100,－,－
ピーマン,2021/2/5,相対,53533,5476,26238,2999,7840,2968,1345,1800,67,4800
ピーマン,2021/2/5,第三者販売,17,－,－,1,－,－,－,－,16,－
ピーマン,2021/2/5,商物分離,580,－,580,－,－,－,－,－,－,－
じゃがいも,2021/2/5,せり・入札,710,－,710,－,－,－,－,－,－,－
じゃがいも,2021/2/5,相対,246911,27737,113094,6000,36690,10000,10400,21000,3990,18000
じゃがいも,2021/2/5,第三者販売,2380,1700,500,－,－,－,－,－,180,－
じゃがいも,2021/2/5,商物分離,900,－,－,－,－,－,－,900,－,－
さつまいも,2021/2/5,せり・入札,958,673,285,－,－,－,－,－,－,－
さつまいも,2021/2/5,相対,121548,12243,61345,6000,16210,5500,1125,7700,2125,9300
さつまいも,2021/2/5,第三者販売,210,160,50,－,－,－,－,－,－,－
さつまいも,2021/2/5,商物分離,2150,－,2150,－,－,－,－,－,－,－
さといも,2021/2/5,せり・入札,210,60,150,－,－,－,－,－,－,－
さといも,2021/2/5,相対,20961,2856,12302,300,1663,1800,510,300,30,1200
さといも,2021/2/5,第三者販売,140,140,－,－,－,－,－,－,－,－
さといも,2021/2/5,商物分離,475,－,475,－,－,－,－,－,－,－
たまねぎ,2021/2/5,相対,446663,42149,215414,20000,59656,18000,12754,45200,6590,26900
たまねぎ,2021/2/5,第三者販売,59560,－,59560,－,－,－,－,－,－,－
たまねぎ,2021/2/5,商物分離,74680,－,74680,－,－,－,－,－,－,－
なましいたけ,2021/2/5,せり・入札,386,238,72,－,76,－,－,－,－,－
なましいたけ,2021/2/5,相対,24801,2275,17230,400,1444,1100,243,700,9,1400
なましいたけ,2021/2/5,第三者販売,300,271,24,－,－,－,－,－,5,－
なましいたけ,2021/2/5,商物分離,1437,－,1437,－,－,－,－,－,－,－
その他野菜,2021/2/5,せり・入札,8242,1153,2844,－,3536,－,9,200,－,500
その他野菜,2021/2/5,相対,713148,104978,309043,50000,67179,46000,11694,69800,3554,50900
その他野菜,2021/2/5,第三者販売,7198,3196,4002,－,－,－,－,－,－,－
その他野菜,2021/2/5,商物分離,6394,－,6394,－,－,－,－,－,－,－
みかん,2021/2/5,せり・入札,3258,－,2308,－,－,820,－,100,－,30
みかん,2021/2/5,相対,482990,88408,239488,29400,57744,9090,3600,24100,190,30970
みかん,2021/2/5,第三者販売,25671,12815,12466,－,－,390,－,－,－,－
みかん,2021/2/5,商物分離,13485,－,13485,－,－,－,－,－,－,－
ポンカン,2021/2/5,相対,37135,6520,9490,4000,14810,300,400,－,15,1600
ポンカン,2021/2/5,商物分離,2880,－,2880,－,－,－,－,－,－,－
あまなつかん,2021/2/5,相対,18940,－,18940,－,－,－,－,－,－,－
あまなつかん,2021/2/5,第三者販売,5060,－,5060,－,－,－,－,－,－,－
いよかん,2021/2/5,せり・入札,650,－,650,－,－,－,－,－,－,－
いよかん,2021/2/5,相対,78239,14230,32443,4500,9316,3000,3300,8000,850,2600
いよかん,2021/2/5,第三者販売,12060,200,4740,－,－,－,－,－,7120,－
いよかん,2021/2/5,商物分離,5020,－,5020,－,－,－,－,－,－,－
はっさく,2021/2/5,相対,55111,19145,16356,－,9425,－,2100,5000,85,3000
はっさく,2021/2/5,第三者販売,1155,1025,－,－,－,－,－,－,130,－
不知火,2021/2/5,せり・入札,1385,－,850,－,－,535,－,－,－,－
不知火,2021/2/5,相対,56655,8290,29847,3800,3478,740,3000,5000,－,2500
不知火,2021/2/5,第三者販売,2015,915,1075,－,－,25,－,－,－,－
不知火,2021/2/5,商物分離,2240,－,2240,－,－,－,－,－,－,－
せとか,2021/2/5,せり・入札,180,－,180,－,－,－,－,－,－,－
せとか,2021/2/5,相対,19151,1704,14263,300,894,400,－,1400,90,100
せとか,2021/2/5,第三者販売,100,90,－,－,－,－,－,－,10,－
きんかん,2021/2/5,せり・入札,18,－,18,－,－,－,－,－,－,－
きんかん,2021/2/5,相対,11078,824,8356,－,1298,100,－,400,－,100
きんかん,2021/2/5,第三者販売,94,94,－,－,－,－,－,－,－,－
きんかん,2021/2/5,商物分離,51,－,51,－,－,－,－,－,－,－
りんご,2021/2/5,せり・入札,11350,－,11320,－,－,－,－,－,－,30
りんご,2021/2/5,相対,259510,43630,160830,6200,24720,4700,500,2500,160,16270
りんご,2021/2/5,第三者販売,4380,－,4380,－,－,－,－,－,－,－
りんご,2021/2/5,商物分離,49741,－,49741,－,－,－,－,－,－,－
いちご,2021/2/5,せり・入札,474,－,303,－,－,6,－,100,－,65
いちご,2021/2/5,相対,144347,14734,95422,1600,8352,3169,500,11200,135,9235
いちご,2021/2/5,第三者販売,2482,553,1836,－,－,25,－,－,68,－
いちご,2021/2/5,商物分離,9688,－,9688,－,－,－,－,－,－,－
アールスメロン,2021/2/5,せり・入札,2857,683,2058,16,－,－,－,100,－,－
アールスメロン,2021/2/5,相対,6401,1345,4439,184,224,200,－,－,9,－
キウイ,2021/2/5,相対,21160,－,5743,600,11832,2000,50,400,435,100
キウイ,2021/2/5,第三者販売,4,－,－,－,－,－,－,－,4,－
キウイ,2021/2/5,商物分離,4320,－,4320,－,－,－,－,－,－,－
その他果実,2021/2/5,せり・入札,179,－,179,－,－,－,－,－,－,－
その他果実,2021/2/5,相対,270899,42737,47172,12100,24739,36700,3600,47200,2051,54600
その他果実,2021/2/5,第三者販売,26336,3007,23329,－,－,－,－,－,－,－
その他果実,2021/2/5,商物分離,8020,－,8020,－,－,－,－,－,－,－
だいこん,2021/2/6,せり・入札,1280,－,680,100,－,200,－,200,－,100
だいこん,2021/2/6,相対,559155,36146,294215,24700,48605,45300,19500,48900,7289,34500
だいこん,2021/2/6,第三者販売,1297,707,290,200,－,－,－,－,100,－
だいこん,2021/2/6,商物分離,35372,－,35372,－,－,－,－,－,－,－
かぶ,2021/2/6,せり・入札,808,－,808,－,－,－,－,－,－,－
かぶ,2021/2/6,相対,46993,－,32928,2000,3632,3000,268,1800,1965,1400
かぶ,2021/2/6,第三者販売,44,－,－,－,－,－,－,－,44,－
かぶ,2021/2/6,商物分離,3862,－,3662,－,－,－,－,200,－,－
にんじん,2021/2/6,せり・入札,3650,550,3000,－,－,－,－,－,－,100
にんじん,2021/2/6,相対,287551,43568,128374,23000,40416,16800,6803,10000,4290,14300
にんじん,2021/2/6,第三者販売,15060,－,12160,2000,－,－,－,－,900,－
にんじん,2021/2/6,商物分離,776,－,776,－,－,－,－,－,－,－
ごぼう,2021/2/6,せり・入札,65,－,65,－,－,－,－,－,－,－
ごぼう,2021/2/6,相対,19834,1626,13011,500,1397,1800,258,500,142,600
ごぼう,2021/2/6,第三者販売,320,－,320,－,－,－,－,－,－,－
ごぼう,2021/2/6,商物分離,1907,－,1907,－,－,－,－,－,－,－
キャベツ,2021/2/6,せり・入札,12960,－,12460,100,－,200,－,100,－,100
キャベツ,2021/2/6,相対,710564,96270,365150,24900,89695,35900,14860,44100,18889,20800
キャベツ,2021/2/6,第三者販売,12652,1510,10892,－,－,－,－,－,250,－
キャベツ,2021/2/6,商物分離,95760,－,95760,－,－,－,－,－,－,－
レタス,2021/2/6,せり・入札,530,－,80,100,－,150,－,100,－,100
レタス,2021/2/6,相対,237036,22042,136795,14700,18001,14650,2778,12900,2570,12600
